loc,folio,line_order,tokens,neutral_roles,pass20_tier,tier_simple,pass16h_final_status,module_short,semantic_function,meta_I,meta_L,meta_H,line_marker_family,functional_gloss_sequence,functional_pseudotranslation,external_translation_status
"f86v3.26,+Pb",f86v3,3628,shor yteey oteedy shedaiin sheey otaiin ytaiin otodar aiin,R06 R06 R01 R00 R06 R10 R06 R00 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,C,B,2,paragraph_continuation,ARG/FILL ARG-LEX FUNC-PARTICLE ARG/FILL FUNC-PARTICLE FUNC-PARTICLE ARG/FILL ARG/FILL FUNC-PARTICLE,ARG/FILL / ARG-LEX / FUNC-PARTICLE / ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE / ARG/FILL / ARG/FILL / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f86v3.27,+Pb",f86v3,3629,teeos aiin yteey qoteey otchey qoteeody cheeor cheedaiin,R06 R06 R06 H13 R00 H16 R00 R10,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,C,B,2,paragraph_continuation,ARG/FILL FUNC-PARTICLE ARG-LEX OPERATOR ARG/FILL OP/HEAD ARG/FILL QUAL/TAIL,ARG/FILL / FUNC-PARTICLE / ARG-LEX / OPERATOR / ARG/FILL / OP/HEAD / ARG/FILL / QUAL/TAIL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f86v3.28,+Pb",f86v3,3630,ycheeody daii oteey qoedy oteey olteey,R00 R06 R01 R00 R01 R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,C,B,2,paragraph_continuation,ARG/FILL ARG/FILL QUALIFIER ARG/FILL QUALIFIER ARG/FILL,ARG/FILL / ARG/FILL / QUALIFIER / ARG/FILL / QUALIFIER / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f86v3.29,@Pb",f86v3,3631,toeeedchy okchey qokchedy shedy ytcheodar,R00 R00 H10 R06 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,C,B,2,paragraph_start,ARG/FILL ARG/FILL OP/HEAD FUNC-PARTICLE ARG/FILL,ARG/FILL / ARG/FILL / OP/HEAD / FUNC-PARTICLE / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f86v3.31,+Pb",f86v3,3633,tchedy chy tchey otchedy qokal oeedy lkam,R06 R00 R06 R00 H08 R00 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,C,B,2,paragraph_continuation,ARG/FILL FUNC-PARTICLE ARG/FILL ARG/FILL FUNC-PARTICLE ARG/FILL ARG/FILL,ARG/FILL / FUNC-PARTICLE / ARG/FILL / ARG/FILL / FUNC-PARTICLE / ARG/FILL / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f86v3.33,+Pb",f86v3,3635,ytchey otaiin kshd qotar chear oram,R06 R10 R06 H13 R00 R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,C,B,2,paragraph_continuation,ARG/FILL FUNC-PARTICLE ARG/FILL OP/HEAD ARG/FILL ARG/FILL,ARG/FILL / FUNC-PARTICLE / ARG/FILL / OP/HEAD / ARG/FILL / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f87r.2,+P0",f87r,3640,dcheeckhos chety cthodal yteodam cphecthy syty,R00 R00 R04 R00 R04 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,H,A,1,paragraph_continuation,LABEL-FIELD LABEL-FIELD LABEL-FIELD LABEL-FIELD LABEL-FIELD LABEL-FIELD,LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f87v.7,+P0",f87v,3661,qotechoep cheos cthey qokeod qokeog,H13 R00 R04 H08 H08,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,H,A,1,paragraph_continuation,OP/HEAD ARG/FILL QUAL/TAIL OP/HEAD OP/HEAD,OP/HEAD / ARG/FILL / QUAL/TAIL / OP/HEAD / OP/HEAD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f88r.1,@Lc",f88r,3671,otorchety,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f88r.2,@Lf",f88r,3672,osal,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f88r.3,@Lf",f88r,3673,orald,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f88r.4,@Lf",f88r,3674,oldar,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f88r.5,@Lf",f88r,3675,otoky,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f88r.6,@Lf",f88r,3676,otaly,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-LEX,LABEL-LEX,NO_VERIFIED_EXTERNAL_TRANSLATION
"f88r.12,@Lc",f88r,3682,otaldy,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f88r.13,@Lf",f88r,3683,oram,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f88r.14,@Lf",f88r,3684,dary,R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f88r.15,@Lf",f88r,3685,okol,R07,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,FUNC-PARTICLE,FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f88r.16,@Lf",f88r,3686,sorory,R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f88r.17,@Lf",f88r,3687,otyda,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f88r.22,+P0",f88r,3692,ychey okaiin chol cheor ol chorcholsal,R06 R10 R07 R00 R06 R07,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,paragraph_continuation,LABEL-FIELD FUNC-PARTICLE FUNC-PARTICLE LABEL-FIELD FUNC-PARTICLE LABEL-FIELD,LABEL-FIELD / FUNC-PARTICLE / FUNC-PARTICLE / LABEL-FIELD / FUNC-PARTICLE / LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f88r.23,@Lc",f88r,3693,ofyskydal,R09,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,QUAL/TAIL,QUAL/TAIL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f88r.24,@Lf",f88r,3694,otoram,R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f88r.25,@Lf",f88r,3695,ofaldo,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f88r.27,+P0",f88r,3697,qokol chol qokol qokol chol cheey or aiin oldal,H08 R07 H08 H08 R07 R06 R06 R06 R09,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,P,A,1,paragraph_continuation,FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE FUNC-PARTICLE QUAL/TAIL,FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / FUNC-PARTICLE / QUAL/TAIL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f88v.3,@Lf",f88v,3704,cpheor,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f88v.5,@Lf",f88v,3706,otokol,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f88v.7,+P0",f88v,3708,dshor shor qokeody qokeolchey chkeor qokeey daiin qokeom,R06 R06 H11 H08 R00 H08 R10 H08,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,P,A,1,paragraph_continuation,ARG/FILL ARG/FILL OPERATOR OP/HEAD ARG/FILL FUNC-PARTICLE FUNC-PARTICLE OP/HEAD,ARG/FILL / ARG/FILL / OPERATOR / OP/HEAD / ARG/FILL / FUNC-PARTICLE / FUNC-PARTICLE / OP/HEAD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f88v.8,+P0",f88v,3709,qoaiin cheoy olcheody qoekeol cho chckhy qoeey key cheokam,H07 R00 R00 H07 R00 R00 H07 R06 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,P,A,1,paragraph_continuation,OP/HEAD ARG/FILL ARG/FILL OP/HEAD ARG/FILL FUNC-PARTICLE OPERATOR ARG/FILL ARG/FILL,OP/HEAD / ARG/FILL / ARG/FILL / OP/HEAD / ARG/FILL / FUNC-PARTICLE / OPERATOR / ARG/FILL / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f88v.11,@Lc",f88v,3712,otoram,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f88v.12,@Lf",f88v,3713,otor,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f88v.13,@Lf",f88v,3714,cheosdy,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f88v.16,+P0",f88v,3717,ysheod sheo sheody qokeody qoky chees cheody qokeody dal,R06 R06 R06 H11 H01 R00 R00 H11 R09,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,P,A,1,paragraph_continuation,ARG/FILL ARG-LEX ARG/FILL OPERATOR FUNC-PARTICLE ARG/FILL FUNC-PARTICLE OPERATOR FUNC-PARTICLE,ARG/FILL / ARG-LEX / ARG/FILL / OPERATOR / FUNC-PARTICLE / ARG/FILL / FUNC-PARTICLE / OPERATOR / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f88v.17,+P0",f88v,3718,qokeey qokeody chor oteody qockhol okol cheedy qokody,H08 H11 R11 R01 H07 R07 R06 R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,P,A,1,paragraph_continuation,FUNC-PARTICLE OPERATOR LABEL-LEX QUAL/TAIL OP/HEAD FUNC-PARTICLE ARG/FILL ARG/FILL,FUNC-PARTICLE / OPERATOR / LABEL-LEX / QUAL/TAIL / OP/HEAD / FUNC-PARTICLE / ARG/FILL / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f88v.18,+P0",f88v,3719,ykeeor chockhy otol cheeol cheody qotody soteol chtam,R06 R00 R01 R00 R00 R00 R06 R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,P,A,1,paragraph_continuation,ARG/FILL ARG/FILL QUAL/TAIL ARG/FILL FUNC-PARTICLE ARG/FILL ARG/FILL ARG/FILL,ARG/FILL / ARG/FILL / QUAL/TAIL / ARG/FILL / FUNC-PARTICLE / ARG/FILL / ARG/FILL / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f88v.25,+P0",f88v,3726,ykeey sheor tos checkhy dain cheos cheockhy saldy,R06 R06 R06 R00 R06 R00 R00 R06,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,P,A,1,paragraph_continuation,ARG/FILL ARG/FILL ARG/FILL ARG/FILL FUNC-PARTICLE ARG/FILL ARG/FILL ARG/FILL,ARG/FILL / ARG/FILL / ARG/FILL / ARG/FILL / FUNC-PARTICLE / ARG/FILL / ARG/FILL / ARG/FILL,NO_VERIFIED_EXTERNAL_TRANSLATION
"f88v.26,+P0",f88v,3727,saiin choky cheor shy,R06 R00 R00 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G2_CORE_LOCAL_KERNEL,G2,zone-local kernel / record line,P,A,1,paragraph_continuation,FUNC-PARTICLE ARG/FILL ARG/FILL FUNC-PARTICLE,FUNC-PARTICLE / ARG/FILL / ARG/FILL / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f88v.27,@Lc",f88v,3728,daramdal,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f88v.28,@Lf",f88v,3729,otydary,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f88v.29,@Lf",f88v,3730,otdordy,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f88v.30,@Lf",f88v,3731,dararda,R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89r1.1,@Lc",f89r1,3732,okchshy,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89r1.2,@Lf",f89r1,3733,qkol,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89r1.3,@Lf",f89r1,3734,oldam,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89r1.5,@Lf",f89r1,3736,ararchodaiin,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89r1.8,+P0",f89r1,3739,qokeol chol qodaiin chol cheody qokechy daiin ctheody dam,H08 R07 H07 R07 R00 H08 R10 R04 R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G1_GLOBAL_FRAME,G1,relational frame / record line,P,A,1,paragraph_continuation,OP/HEAD FUNC-PARTICLE OP/HEAD FUNC-PARTICLE FUNC-PARTICLE OP/HEAD FUNC-PARTICLE QUAL/TAIL FUNC-PARTICLE,OP/HEAD / FUNC-PARTICLE / OP/HEAD / FUNC-PARTICLE / FUNC-PARTICLE / OP/HEAD / FUNC-PARTICLE / QUAL/TAIL / FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89r1.11,@Lc",f89r1,3742,ykyd,R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89r1.13,@Lf",f89r1,3744,otorain,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89r1.24,@Lc",f89r1,3755,ykocfhy,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89r1.25,@Lf",f89r1,3756,saldam,R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89r2.1,@Lc",f89r2,3759,odory,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89r2.2,@Lf",f89r2,3760,doly,R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89r2.3,@Lf",f89r2,3761,opchosam,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89r2.4,@Lf",f89r2,3762,saloiinsheol,R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89r2.5,@Lf",f89r2,3763,opcheor,R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89r2.9,@Lc",f89r2,3767,otold,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89r2.16,@Lc",f89r2,3774,korainy,R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89r2.17,@Lf",f89r2,3775,sodar,R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89r2.18,@Lf",f89r2,3776,cheys,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89r2.19,@Lf",f89r2,3777,cheody,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,FUNC-PARTICLE,FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89r2.21,@Lf",f89r2,3779,okshdchos,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89r2.29,@Lc",f89r2,3787,okain,R10,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,FUNC-PARTICLE,FUNC-PARTICLE,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89r2.30,+Lc",f89r2,3788,yorain,R06,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,+L,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89r2.31,@Lf",f89r2,3789,ofakal,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89r2.32,@Lf",f89r2,3790,otalsy,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89r2.33,@Lf",f89r2,3791,ytarem,R06,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89v2.1,@Lc",f89v2,3793,choeesy,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89v2.2,@Lf",f89v2,3794,okam,R00,S1_MULTI_TRANSCRIPTION_STRICT_CORE,S1,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
"f89v2.3,@Lf",f89v2,3795,darcheor,R00,S2_STRONG_BUT_PARTIAL_TRANSCRIPTION_CORE,S2,FORMAL_G3C_NONFRAME_SHORTFORM_HP,G3C,compact label / index / list entry,P,A,1,label_or_marginal,LABEL-FIELD,LABEL-FIELD,NO_VERIFIED_EXTERNAL_TRANSLATION
